repeticao,tempo_segundos
1,0.010208699997747317
2,0.009780300009879284
3,0.00984230000176467
4,0.008602499990956858
5,0.00875860000087414
6,0.008435499999905005
7,0.009217400001944043
8,0.008972900002845563
9,0.008947099995566532
10,0.010052199999336153
11,0.009223200002452359
12,0.008408100009546615
13,0.009804400004213676
14,0.008861700000124983
15,0.008468800006085075

Media,0.009172246668216151
DesvioPadrao,0.0005986453473736591
